Permalink,Name,Description,Meta Title,Meta Description,Width,Length,Height,Brand,Barcode,Categories,Images,Digital,Featured,Status,SKU,Weight,Stock,Stock Unlimited,Price,Custom Field 1 Label,Custom Field 1 Value,Custom Field 1 Type,Custom Field 2 Label,Custom Field 2 Value,Custom Field 2 Type,Custom Field 3 Label,Custom Field 3 Value,Custom Field 3 Type,Google Product Category
,Blazer Kasper,"<p><b>Descripción:</b> Elegante blazer negro con detalles velvet en solapa de cuello y puños. Presenta botones dorados con brillos plateados. Cuenta con bolsillos. Si bien algunos botones no cuentan con todos sus brillitos, se siguen viendo hermosos.</p><p><b>Marca:</b> Kasper ASL</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 14</p><p><b>Medidas:</b> ancho de hombros: 43 cm / contorno de busto: 110 cm / contorno de cintura: 100 cm / largo de mangas: 58 cm / largo total: 67 cm</p><p><b>Composición:</b> 70% rayón / 30% poliéster</p>",,Elegante blazer negro con detalles velvet en solapa de cuello y puños. Presenta botones dorados con brillos plateados. Cuenta con bolsillos.,10,10,10,Kasper ASL,,"Productos,Productos / Chaquetas & Blazers","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-NGR-2021002-041-9.jpg",NO,NO,disabled,BLZ-NGR-2021002-041,0.72,1,NO,22000,color,negro,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Blazer Alissa,<p><b>Descripción:</b> Fantástico blazer ochentero color obispo. Amamos sus grandes botones dorados de doble corrida. Tiene pañuelo decorativo en en bolsillo cercano a la solapa. Esta joya viajó en el tiempo para ti y trae incluso sus etiquetas de tienda y botón de repuesto. </p><p><b>Marca:</b> Worthington</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 14</p><p><b>Medidas:</b> ancho de hombros: 44 cm / contorno de busto: 100 cm / contorno de cintura: 94 cm / largo de mangas: 64 cm / largo total: 63 cm</p><p><b>Composición:</b> 70% acrílico / 30% poliéster</p>,,Fantástico blazer ochentero color obispo. Amamos sus grandes botones dorados de doble corrida. Tiene pañuelo decorativo en en bolsillo cercano a la solapa. Esta joya viajó en el tiempo para ti y trae incluso sus etiquetas de tienda y botón de repuesto.,10,10,10,Worthington,,"Productos,Productos / Chaquetas & Blazers","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/BLZ-MRD-2021002-042-9.jpg",NO,NO,disabled,BLZ-MRD-2021002-042,0.48,1,NO,22000,color,morado,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Abrigo Manhattan,<p><b>Descripción:</b> Déjate abrigar por este clásico abrigo de lana en elegante color marengo con patrón espiga y botones de madera. El interior de sus bolsillos es de una suave franela. </p><p><b>Marca:</b> Adams Row</p><p><b>Talla estimada:</b> L</p><p><b>Talla etiqueta:</b> 40</p><p><b>Medidas:</b> ancho de hombros: 45 cm / contorno de busto: 116 cm / contorno de cintura: 108 cm / largo de mangas: 64 cm / largo total: 85 cm</p><p><b>Composición:</b> 100% lana</p>,,Déjate abrigar por este clásico abrigo de lana en elegante color marengo con patrón espiga y botones de madera. El interior de sus bolsillos es de una suave franela.,10,10,10,Adams Row,,"Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-GRS-2021002-043-9.jpg",NO,NO,disabled,ABR-GRS-2021002-043,1.545,1,NO,40000,color,gris,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Abrigo Luisa,"<p><b>Descripción:</b> Hermoso abrigo negro de corte acampanado. Amamos el detalle vintage de sus grandes botones negros y de pasamanería en su interior. Si bien no trae composición, nos impresiona ser de lana con interior de franela, ya que es una pieza gruesa y de peso. Tiene algunos pequeños detalles en el forro interior.</p><p><b>Talla estimada:</b> M</p><p><b>Medidas:</b> ancho de hombros: 40 cm / contorno de busto: 100 cm / contorno de cintura: 98 cm / largo de mangas: 57 cm / largo total: 96 cm / contorno de cadera: 116 cm</p><p><b>Composición:</b> lana</p>",,"Hermoso abrigo negro de corte acampanado. Amamos el detalle vintage de sus grandes botones negros y de pasamanería en su interior. Si bien no trae composición, nos impresiona ser de lana con interior de franela, ya que es una pieza gruesa y de peso.",10,10,10,,,"Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-044-9.jpg",NO,NO,disabled,ABR-NGR-2021002-044,2.04,1,NO,38000,color,negro,selection,talla,M,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Abrigo Taylor,"<p><b>Descripción:</b> Alerta de joya vintage. Te presentamos este abrigo de la prestigiosa marca Marina Rinaldi. Su interior peludito te hara sentir calentita hasta en las noches más frías, conservando todo el glamour, tal como lo haría Elizabeth Taylor. Tiene un pequeño piquete por el frente. Le falta el elástico del ojal del segundo botón.</p><p><b>Marca:</b> Marina Rinaldi</p><p><b>Talla estimada:</b> L</p><p><b>Medidas:</b> ancho de hombros: 50 cm / contorno de busto: 130 cm / contorno de cintura: 122 cm / largo de mangas: 65 cm / largo total: 90 cm</p><p><b>Composición:</b> poliéster</p>",,"Alerta de joya vintage. Te presentamos este abrigo de la prestigiosa marca Marina Rinaldi. Su interior peludito te hara sentir calentita hasta en las noches más frías, conservando todo el glamour, tal como lo haría Elizabeth Taylor.",10,10,10,Marina Rinaldi,,"Colecciones,Colecciones / Joyas Vintage,Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-NGR-2021002-045-9.jpg",NO,NO,disabled,ABR-NGR-2021002-045,1.545,1,NO,45000,color,negro,selection,talla,L,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Trench dorado,<p><b>Descripción:</b> Riete de la lluvia con estilo usando este maravilloso trench ochentero hecho en Corea. Nos encanta su color dorado que te hará brillar a donde quiera que vayas. </p><p><b>Marca:</b> John Weitz</p><p><b>Talla estimada:</b> M</p><p><b>Talla etiqueta:</b> 13/14</p><p><b>Medidas:</b> ancho de hombros: 42 cm / contorno de busto: 118 cm / contorno de cintura: 132 cm / largo de mangas: 62 cm / largo total: 118 cm</p><p><b>Composición:</b> 100% nylon</p><p><b>Composición del forro:</b> 100% poliéster</p>,,Riete de la lluvia con estilo usando este maravilloso trench ochentero hecho en Corea. Nos encanta su color dorado que te hará brillar a donde quiera que vayas.,10,10,10,John Weitz,,"Productos,Productos / Abrigos & Trenchs","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ABR-BGE-2021002-046-9.jpg",NO,NO,disabled,ABR-BGE-2021002-046,1.08,1,NO,34000,color,beige,selection,talla,M,selection,condición,usado,selection,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
,Chelsea Hunter Boots,"<p><b>Descripción:</b> Botas de agua cortas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 excelente calidad. El modelo chelsea tiene a los lados refuerzos elásticos y una lengüeta de nailon para ponérsela con facilidad. </p><p><b>Marca:</b> Hunter Boot</p><p><b>Talla estimada:</b> 39</p><p><b>Talla etiqueta:</b> 39</p><p><b>Medidas:</b> largo de planta: 25 cm</p><p><b>Composición:</b> caucho natural / poliéster</p>",,"Botas de agua cortas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 excelente calidad. El modelo chelsea tiene a los lados refuerzos elásticos y una lengüeta de nailon para ponérsela con facilidad.",10,10,10,Hunter Boot,,"Productos,Productos / Zapatos","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-047-9.jpg",NO,NO,disabled,ZPT-NGR-2021002-047,1.14,1,NO,55000,color,negro,selection,talla,39,selection,condición,como nuevo,selection,Apparel & Accessories > Shoes
,Refined Hunter Boots,"<p><b>Descripción:</b> Botas de agua altas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 y excelente calidad. Perfectas para los días de lluvia, es uno de los modelos más elegantes de la casa. </p><p><b>Marca:</b> Hunter Boot</p><p><b>Talla estimada:</b> 42</p><p><b>Talla etiqueta:</b> 42</p><p><b>Medidas:</b> largo de planta: 27 cm</p><p><b>Composición:</b> caucho natural / poliéster</p>",,"Botas de agua altas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 y excelente calidad. Perfectas para los días de lluvia, es uno de los modelos más elegantes de la casa.",10,10,10,Hunter Boot,,"Productos,Productos / Zapatos","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-048-9.jpg",NO,NO,disabled,ZPT-NGR-2021002-048,1.92,1,NO,70000,color,negro,selection,talla,42,selection,condición,como nuevo,selection,Apparel & Accessories > Shoes
,Wellington Hunter Boots,"<p><b>Descripción:</b> Botas de agua altas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 y excelente calidad. Perfectas para los días de lluvia, este modelo bota es icónico y considerado la esencia de la marca. </p><p><b>Marca:</b> Hunter Boot</p><p><b>Talla estimada:</b> 43</p><p><b>Talla etiqueta:</b> 43</p><p><b>Medidas:</b> largo de planta: 28 cm</p><p><b>Composición:</b> goma / poliéster</p>",,"Botas de agua altas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 y excelente calidad. Perfectas para los días de lluvia, este modelo bota es icónico y considerado la esencia de la marca. ",10,10,10,Hunter Boot,,"Productos,Productos / Zapatos","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-049-9.jpg",NO,NO,disabled,ZPT-NGR-2021002-049,2.415,1,NO,70000,color,negro,selection,talla,43,selection,condición,como nuevo,selection,Apparel & Accessories > Shoes
,Wellington Hunter Boots,"<p><b>Descripción:</b> Botas de agua altas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 y excelente calidad. Perfectas para los días de lluvia, este modelo bota es icónico y considerado la esencia de la marca. </p><p><b>Marca:</b> Hunter Boot</p><p><b>Talla estimada:</b> 42</p><p><b>Talla etiqueta:</b> 42</p><p><b>Medidas:</b> largo de planta: 27 cm</p><p><b>Composición:</b> caucho natural / poliéster</p>",,"Botas de agua altas y brillantes de la marca Hunter, que destaca por su trayectoria desde 1856 y excelente calidad. Perfectas para los días de lluvia, este modelo bota es icónico y considerado la esencia de la marca. ",10,10,10,Hunter Boot,,"Productos,Productos / Zapatos","https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-1.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-2.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-3.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-4.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-5.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-6.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-7.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-8.jpg,https://raw.githubusercontent.com/RamonOpazo/AmigasVntg_Catalog/master/AVC_2021_002/ZPT-NGR-2021002-050-9.jpg",NO,NO,disabled,ZPT-NGR-2021002-050,2.29,1,NO,70000,color,negro,selection,talla,42,selection,condición,como nuevo,selection,Apparel & Accessories > Shoes
